StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Prolific-ID,Q3,Q4,Q5_1,Q5_2,Q5_7,Q6,Q7,Q8,Q9,Q9_9_TEXT,Q10,Q10_11_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_7_TEXT,Q16,Q16_9_TEXT,Q17,Q18,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q33_4_TEXT,Q34,Q35,PROLIFIC_PID
2024-09-30 15:43:38,2024-09-30 15:54:31,IP Address,41.13.108.83,100,652,True,2024-09-30 15:54:31,R_2PToBAhDsY1AIty,,,,,-25.7599,28.2604,anonymous,EN,Yes,6168a74eb484c532a9cc97ef,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",8,5,5,Somewhat confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.",ChatGPT,,"Generating content (e.g., text, images, code),Enhancing productivity or workflow",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,3-5 hours,"Image generation,Speech generation","Hands-on practice through projects or assignments,One-on-one mentoring or coaching,Reading documentation or manuals,Watching video tutorials",,"Lack of access to resources or training,Difficulty understanding the concepts,Fear of AI replacing jobs,No significant barriers",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat satisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Probably yes,Might or might not,Might or might not,Might or might not,Legal Services,Administrative,10-49 employees,I do not know,South Africa,Female,,Bachelor's degree,25-34 years old,6168a74eb484c532a9cc97ef
2024-09-30 15:38:08,2024-09-30 15:54:36,IP Address,105.27.173.134,100,987,True,2024-09-30 15:54:36,R_8ZLcunOE1Sw9NPX,,,,,-26.2309,28.0583,anonymous,EN,Yes,648868e5d8e551227bf5da02,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",8,1,4,Neutral,"Yes, I am allowed to use it without restrictions.",Rarely,ChatGPT,,"Automating repetitive tasks,Research and development",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,1-3 hours,"Image generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,Hands-on practice through projects or assignments,One-on-one mentoring or coaching,Watching video tutorials",,Lack of time,,"No, there is little to no support for employee training.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is very important.",Somewhat dissatisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Probably yes,Probably yes,Definitely not,Probably yes,Wholesale,Human Resources,10-49 employees,"Less than â‚¬500,000",South Africa,Female,,High school diploma or equivalent,25-34 years old,648868e5d8e551227bf5da02
2024-09-30 15:39:32,2024-09-30 15:54:40,IP Address,41.121.79.53,100,907,True,2024-09-30 15:54:40,R_2mpbLrbwhMnVJkt,,,,,-25.7599,28.2604,anonymous,EN,Yes,611e1be4798c107ba969da98,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",6,6,6,Somewhat confident,"Yes, but there are some restrictions or guidelines.","Yes, I use them regularly for my work.","ChatGPT,Hugging Face,Other",Grammarly,"Automating repetitive tasks,Generating content (e.g., text, images, code),Customer support (e.g., chatbots),Enhancing productivity or workflow,Personalization of products/services",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,Less than 1 hour,Image generation,"Self-paced online courses,Instructor-led workshops or webinars,Hands-on practice through projects or assignments,Watching video tutorials",,"Lack of access to resources or training,Lack of support from management or organization,Uncertainty about where to start",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat satisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Might or might not,Might or might not,Probably not,Might or might not,Information Services and Data Processing,Research & Development,10-49 employees,I do not know,South Africa,Female,,Bachelor's degree,35-44 years old,611e1be4798c107ba969da98
2024-09-30 15:37:28,2024-09-30 15:55:41,IP Address,197.184.182.1,100,1093,True,2024-09-30 15:55:41,R_2qKlgcWgwzByPSF,,,,,-26.2309,28.0583,anonymous,EN,Yes,61278ed955c9c0f27457ae1b,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",7,5,3,Somewhat confident,"Yes, but there are some restrictions or guidelines.",Rarely,"ChatGPT,DALLÂ·E,OpenAI API,Microsoft Copilot",,"Automating repetitive tasks,Generating content (e.g., text, images, code),Data analysis and insights,Predictive analytics and forecasting,Research and development,Decision-making assistance",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Somewhat interested,1-3 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,Reading documentation or manuals,Watching video tutorials",,"Lack of access to resources or training,Uncertainty about where to start",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Somewhat satisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat comfortable,Probably yes,Probably yes,Probably not,Probably yes,Finance and Insurance,Finance & Accounting,Fewer than 10 employees,Less than â‚¬1 million,South Africa,Male,,High school diploma or equivalent,18-24 years old,61278ed955c9c0f27457ae1b
2024-09-30 15:35:15,2024-09-30 15:57:56,IP Address,41.135.223.22,100,1360,True,2024-09-30 15:57:56,R_2QLVUfjWBZiBNQu,,,,,-29.9056,30.9405,anonymous,EN,Yes,66d7095ab1d3e9fc57d0ed98,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",8,5,8,Neutral,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.","ChatGPT,Jasper",,"Generating content (e.g., text, images, code),Research and development,Improving software or product development",,"Yes, I see significant issues or concerns with using AI in my role.",Neutral,1-3 hours,"Text generation,Speech generation","Instructor-led workshops or webinars,Hands-on practice through projects or assignments,Reading documentation or manuals",,"Lack of access to resources or training,Concern that AI may not be relevant to my role",,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat satisfied,"Yes, AI has significantly improved my job satisfaction",Neutral,Probably yes,Probably yes,Definitely not,Might or might not,"Education (K-12, College, University, Adult)",Human Resources,101-250 employees,I do not know,South Africa,Female,,Bachelor's degree,25-34 years old,66d7095ab1d3e9fc57d0ed98
2024-09-30 15:40:09,2024-09-30 15:58:34,IP Address,102.219.169.252,100,1104,True,2024-09-30 15:58:34,R_29rMm7ZAN90KACt,,,,,-33.9258,18.4259,anonymous,EN,Yes,6112e38f811a9d11384fd173,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",7,4,3,Somewhat confident,"Yes, I am allowed to use it without restrictions.","Yes, I have used them occasionally for work.","ChatGPT,OpenAI API,Google Bard,Microsoft Copilot",,"Generating content (e.g., text, images, code),Data analysis and insights,Customer support (e.g., chatbots),Enhancing productivity or workflow,Predictive analytics and forecasting,Decision-making assistance",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,3-5 hours,"Text generation,Image generation","Self-paced online courses,Hands-on practice through projects or assignments,One-on-one mentoring or coaching,Watching video tutorials",,"Lack of time,Lack of access to resources or training,Lack of support from management or organization,Uncertainty about where to start",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Neither satisfied nor dissatisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Probably yes,Probably yes,Might or might not,Probably yes,Hotel and Food Services,Human Resources,10-49 employees,"Less than â‚¬500,000",South Africa,Female,,Bachelor's degree,35-44 years old,6112e38f811a9d11384fd173
2024-09-30 15:47:29,2024-09-30 15:59:06,IP Address,41.150.222.243,100,696,True,2024-09-30 15:59:06,R_8aGHrULBOQkquK5,,,,,-25.7599,28.2604,anonymous,EN,Yes,66674eff867bcccdf7a346e6,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",9,9,9,Confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.","ChatGPT,Google Bard,Microsoft Copilot",,"Automating repetitive tasks,Generating content (e.g., text, images, code),Data analysis and insights,Customer support (e.g., chatbots),Research and development,Improving software or product development",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,5-10 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,Hands-on practice through projects or assignments,Watching video tutorials",,No significant barriers,,"Yes, there is sufficient support and resources for training.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is very important.",Extremely satisfied,"Yes, AI has slightly improved my job satisfaction",Very comfortable,Definitely yes,Definitely yes,Definitely not,Definitely yes,Information Services and Data Processing,IT & Technical Support,101-250 employees,â‚¬5 million to â‚¬10 million,South Africa,Female,,Doctoral degree,25-34 years old,66674eff867bcccdf7a346e6
2024-09-30 15:39:52,2024-09-30 16:00:43,IP Address,85.74.105.33,100,1250,True,2024-09-30 16:00:44,R_2iez02Xrvftsxbj,,,,,37.8693,23.7461,anonymous,EN,Yes,615d8873c11a1982c8838b54,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",9,6,9,Somewhat confident,"Yes, I am allowed to use it without restrictions.","Yes, I have used them occasionally for work.",ChatGPT,,"Generating content (e.g., text, images, code),Research and development",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,1-3 hours,Image generation,"Self-paced online courses,Watching video tutorials",,Lack of time,,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat satisfied,AI has no impact on my job satisfaction,Very comfortable,Definitely yes,Probably yes,Definitely not,Definitely not,Wholesale,Sales & Marketing,101-250 employees,â‚¬1 million to â‚¬5 million,Greece,Female,,Master's degree,35-44 years old,615d8873c11a1982c8838b54
2024-09-30 15:38:36,2024-09-30 16:02:40,IP Address,41.147.3.40,100,1444,True,2024-09-30 16:02:42,R_2fJ4S7zrX2uJfHS,,,,,-33.91,18.4304,anonymous,EN,Yes,5fd391f111059f000ac10cde,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",9,7,7,Somewhat confident,"Yes, I am allowed to use it without restrictions.","Yes, I have used them occasionally for work.","ChatGPT,MidJourney",,"Generating content (e.g., text, images, code),Research and development",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,1-3 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,Watching video tutorials",,No significant barriers,,"Yes, there is sufficient support and resources for training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat satisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat comfortable,Probably yes,Definitely yes,Might or might not,Probably yes,Information Services and Data Processing,Creative & Design,10-49 employees,â‚¬1 million to â‚¬5 million,South Africa,Female,,Bachelor's degree,25-34 years old,5fd391f111059f000ac10cde
2024-09-30 15:43:32,2024-09-30 16:11:45,IP Address,79.107.61.6,100,1692,True,2024-09-30 16:11:45,R_8YHxPcFtHbenqJX,,,,,37.9842,23.7353,anonymous,EN,Yes,5ede000fb1248f0009695ab4,"I can use AI tools via APIs such as the OpenAI API, by writing code but I cannot develop models","Yes, I use them regularly.",9,2,1,Somewhat confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.",ChatGPT,,"Automating repetitive tasks,Generating content (e.g., text, images, code),Enhancing productivity or workflow",,"Yes, I see significant issues or concerns with using AI in my role.",Very interested,1-3 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,One-on-one mentoring or coaching",,"Lack of time,Lack of access to resources or training",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is somewhat important.",Extremely satisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat comfortable,Definitely yes,Definitely yes,Probably yes,Probably yes,Information Services and Data Processing,Software Development,10-49 employees,â‚¬1 million to â‚¬5 million,Greece,Male,,High school diploma or equivalent,25-34 years old,5ede000fb1248f0009695ab4
2024-09-30 15:39:47,2024-09-30 16:12:38,IP Address,105.184.169.187,100,1971,True,2024-09-30 16:12:39,R_2oZyjQacDsq3g3n,,,,,-26.2296,28.1272,anonymous,EN,Yes,64835cdc41f91285bcbd2de1,"I can develop AI models using Tensorflow, PyTorch or other programming frameworks","Yes, I use them regularly.",9,3,10,Confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.","ChatGPT,OpenAI API,Google Bard,Microsoft Copilot,Jasper,Hugging Face",,"Automating repetitive tasks,Data analysis and insights,Customer support (e.g., chatbots),Enhancing productivity or workflow,Research and development,Decision-making assistance",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,1-3 hours,"Text generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,One-on-one mentoring or coaching,Watching video tutorials",,"Lack of time,Difficulty understanding the concepts,Concern that AI may not be relevant to my role,Uncertainty about where to start",,"Some support is provided, but it's limited.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is very important.",Somewhat satisfied,"Yes, AI has slightly improved my job satisfaction",Very uncomfortable,Definitely yes,Definitely yes,Definitely yes,Probably yes,Healthcare and Pharmaceuticals,Executive & Management,10-49 employees,â‚¬1 million to â‚¬5 million,South Africa,Male,,Bachelor's degree,18-24 years old,64835cdc41f91285bcbd2de1
