Start Time,End Time,Sentence,Translation,Emotion
117:16.360,117:20.110,Me habló más su mirada que lo que decía.,His gaze spoke to me more than it said.,fear
117:21.490,117:22.570,"Bueno, pero vienes contento.","Well, you're happy, though.",disgust
117:22.650,117:23.306,Vengo contento.,I'm happy.,disgust
117:23.418,117:25.150,¿Te ha dicho que te quiere?,Did he say he loves you?,sadness
117:29.650,117:32.746,Tú le decías que la amabas y ella no te decía no porque estaba enfadada.,"You told her you loved her, and she didn't say no because she was angry.",sadness
117:32.778,117:34.746,"Pero en plan lo que te digo, en plan la mirada dice mucho.","But as I say, the look says a lot.",fear
117:34.818,117:36.378,Me siento bien con todo lo que transmití.,I feel good about everything I transmitted.,surprise
117:36.394,117:37.674,No me quedo con nada adentro.,I'm not keeping anything inside.,fear
117:37.722,117:39.978,Pero en la siguiente era Necesito ver un cambio.,But in the next era I need to see a change.,disgust
117:40.074,117:41.950,"Aunque siga dolida, pero un cambio.","Even if it's still hurt, but it's a change.",sadness
117:55.650,117:59.450,Somos cinco caribeñas que venimos a quemar Villamontaña.,We are five Caribbeans who have come to burn Villamontaña.,anger
117:59.530,118:01.610,Estamos buscando a nuestros caribeños.,We're looking for our Caribbeans.,fear
118:18.650,118:20.066,Yo tengo siempre ganas de fiesta.,I always want to party.,fear
118:20.098,118:22.226,Me da igual que sea caribeña o no sea caribeña.,I don't care whether it's Caribbean or not Caribbean.,fear
118:22.258,118:24.870,Yo siempre tengo ganas de fiesta en Villamontaña.,I always want to party in Villamontaña.,disgust
118:26.090,118:29.346,Y juntos somos anfitrita y Neptuno.,And together we are amphitrite and Neptune.,surprise
118:29.458,118:36.710,Y lo gracioso es que a los ojos de la gente preguntan que si somos novios o amigos.,"And the funny thing is, in people's eyes they ask if we're boyfriends or friends.",disgust
118:37.610,118:41.602,Me gusta no saber que contestar a esa pregunta.,I like not to know what to answer that question.,disgust
118:41.746,118:42.786,No me aguanta.,He can't stand me.,anger
118:42.898,118:44.210,"Pero sí, me voy.","But yes, I'm leaving.",fear
118:44.290,118:45.970,"Me busca, soy un 10.","He's looking for me, I'm a 10.",fear
118:46.050,118:57.282,Pero se asusta porque todos creen que somos novios pero no sentimos nada pero nos entendemos con tan solo una mirada.,"But he's scared because everyone thinks we're boyfriends, but we don't feel anything, but we understand each other with just one look.",sadness
118:57.426,119:00.482,No conozco a su madre ni a su móvil.,I don't know her mother or her cell phone.,neutral
119:00.546,119:01.896,Echo de menos a Gabriela.,I miss Gabriela.,disgust
119:02.058,119:03.436,Me faltaba mi ruida.,I was missing my noise.,sadness
119:03.548,119:20.360,"Pero bueno, intentaré pasar lo mejor posible y a esperar que vuelva los dos.","But, well, I'll try to have a good time and wait for both of you to come back.",neutral
119:22.820,119:25.680,Solo me busca cuando te conviene.,He only looks for me when it suits you.,neutral
119:30.518,119:40.890,Mónica te ha gustado y lo sabes.,"You liked Monica, and you know it.",fear
119:43.390,119:45.850,Adri cae otra vez todavía hombre.,"Adri falls again, man.",anger
119:47.310,119:48.650,¿Por qué me evita?,Why are you avoiding me?,fear
119:49.630,119:50.966,Por qué me evita.,Why do you avoid me?,fear
119:51.158,119:52.406,"No, si de malo eres.","No, if you're bad.",neutral
119:52.438,119:54.410,Tú y yo somos amigos.,You and I are friends.,fear
119:57.080,120:00.528,Obviamente me asusta conectar de la manera que he conectado con Mónica.,I'm obviously afraid to connect the way I've connected to Monica.,disgust
120:00.624,120:02.976,Pero he intentado marcar un poco las distancias.,But I've tried to make a little distance.,sadness
120:03.088,120:05.140,Pese a haber pasado la barrera del beso.,Despite having passed the kiss barrier.,happiness
120:12.760,120:14.240,"Hombre, caribeño total.","Man, Caribbean total.",happiness
120:14.280,120:15.300,Este es mi ambiente.,This is my atmosphere.,neutral
120:15.880,120:16.980,Voy fatal.,I'm going bad.,neutral
120:19.320,120:20.100,¿Cómo se llama?,What's her name?,happiness
120:20.200,120:21.600,Eres Campanilla.,You're Campanilla.,sadness
120:22.660,120:24.400,Eres Campanillo.,You're Campanillo.,fear
120:25.700,120:32.160,"Cuando le doy los kisses, le quito la chis y la hielo.","When I give him the kisses, I take the chis and the ice.",disgust
120:37.700,120:39.040,Eres punto.,You're a dot.,disgust
120:42.340,120:44.560,Estás equivocado en a la nieva.,You're wrong in the snow.,fear
120:52.860,120:58.084,Tengo muchas ganas de la fiesta caribeña y sobre todo de animar un poco el ambiente.,"I look forward to the Caribbean party, and above all to cheer up the atmosphere a little bit.",neutral
120:58.132,121:00.600,Después de todos estos días.,After all these days.,sadness
121:02.460,121:03.348,Qué bien te sale.,That's good for you.,surprise
121:03.364,121:14.390,"Ya, no voy muy bien.","Yeah, I'm not doing very well.",sadness
121:15.570,121:18.590,Todo lo que estoy haciendo por ti me cago en 10.,Everything I'm doing for you I shit on 10.,fear
121:19.250,121:22.590,Si luego lo vas a usar por ahí cuando salga contigo.,If you're going to use it around when I go out with you.,sadness
121:27.570,121:28.042,Qué bien.,That's good.,surprise
121:28.066,121:30.830,"Qué bonito te queda ahora, Manu.","How beautiful you look now, Manu.",surprise
121:34.370,121:36.714,La bachata Napoli se le está dando un poquito mejor.,The Napoli bachata is getting a little better.,sadness
121:36.802,121:42.120,"Ya ha aprendido un par de pasitos más, con lo cual me he dejado llevar y lo he dado todo.","He's already learned a few more steps, so I've been carried away and I've given it all away.",fear
121:43.220,121:50.124,"Cuando está bien, te alejas de mí, te sientes sola y siempre estoy no hemos brindado hoy todavía por nosotros.","When it's all right, you walk away from me, you feel lonely, and I'm always not toasted today for us yet.",fear
121:50.172,121:56.060,"No aguantan, que la camisa ya va al banco.","They can't stand it, the shirt's already going to the bank.",fear
121:56.140,122:03.452,También con mi cuerpo negocia.,He also negotiates with my body.,surprise
122:03.596,122:05.000,No soy la T.,I'm not the T.,disgust
122:08.290,122:09.690,Andrea es una chica especial.,Andrea's a special girl.,happiness
122:09.770,122:12.634,Al final es una persona que le he cogido cariño y es mi máximo apoyo aquí.,"In the end, he's a person I've cherished, and he's my greatest support here.",fear
122:12.682,122:14.470,"Y nada, nos lo estamos pasando muy bien.","And nothing, we're having a great time.",sadness
122:30.530,122:34.440,"Tienes que elegir de qué te hemos dicho, pero cuál te gusta más.","You have to choose what we've told you, but which one you like best.",fear
122:35.380,122:37.116,Encima hemos tocado bien.,"On top of that, we played well.",anger
122:38.380,122:39.948,Por eso te falta un trocito de paleta.,That's why you're missing a little bit of a paddle.,sadness
122:39.964,122:49.996,No te quieres liar con nosotros y te me llamo esta noche.,You don't want to mess with us and call me tonight.,neutral
122:50.028,122:51.788,"Tengo ganas de pasarlo bien, de disfrutar.","I feel like having a good time, enjoying myself.",surprise
122:51.884,122:59.370,Vengo con fuerzas del espejo porque en los ojos de ruta he visto muy en el fondo a mi Rut.,I come with forces of the mirror because in the eyes of the road I have seen very deep my Ruth.,surprise
123:09.470,123:11.206,Al final voy a quedar aquí de pris.,"In the end, I'm going to stay here as a pris.",disgust
123:11.318,123:12.530,Me van a dejar a mí.,They're leaving me.,anger
123:12.830,123:13.638,¿Puedes explicarme?,Can you explain?,surprise
123:13.894,123:15.382,¿Ha visto que hable mal de él?,Have you seen him speak ill of him?,surprise
123:15.566,123:19.270,Lo único malo que he hablado es de lo que no te gusta que él está haciendo.,The only bad thing I've been talking about is what you don't like what he's doing.,neutral
123:19.350,123:19.958,¿Sabes lo que pasa?,Do you know what's going on?,disgust
123:19.974,123:29.206,"Que él es tan, tan que si sabe que yo lo puedo dejar en el yo creo que tú no eres capaz de eso.","That he is so, so that if he knows that I can leave him in the I think you are not capable of that.",surprise
123:29.278,123:30.102,Hay que dejarlo.,We have to stop.,anger
123:30.166,123:34.454,"Tú lo quieres tanto, tanto, tanto, tanto, que te hace la dura.","You love him so much, so much, so much, he makes you the hard one.",disgust
123:34.582,123:43.170,"Después lo ves y te hace el cuerpo, te juro por mi abuela, lo mejor que yo tengo en mi vida.","Then you see it and it makes you the body, I swear to my grandmother, the best thing I have in my life.",sadness
123:43.870,123:45.878,Y yo soy capaz de dejarlo.,And I'm capable of quitting.,disgust
123:45.974,123:46.774,Que sí.,That's right.,anger
123:46.902,123:50.784,Pero aquí Miguel me está sorprendiendo.,But Miguel here is surprising me.,neutral
123:50.832,123:52.464,Se está convirtiendo en un gran apoyo para mí.,It is becoming a great support for me.,sadness
123:52.512,123:55.808,"Es una persona que me dice las cosas claras, me pone los pies en la tierra.","He's a person who tells me things clearly, puts my feet on the ground.",disgust
123:55.904,123:59.872,Y creo que eso es algo que no me había pasado con nadie en esta villa.,And I think that's something that had not happened to me with anyone in this village.,fear
124:00.016,124:05.280,Parecía gitana la mancha de tintala.,The stain of ink seemed gypsy.,disgust
124:05.360,124:11.232,Piqué para allá.,I snuck over there.,neutral
124:11.296,124:13.072,"Déjame, que yo bailo como yo quiera.",Let me dance as I please.,surprise
124:13.216,124:14.540,Odio bailar así.,I hate dancing like that.,fear
124:23.590,124:24.654,¿No nos vais a mover?,Aren't you going to move us?,disgust
124:24.702,124:28.254,"No, pero ni para hacer el amor ni nada.","No, but not to make love or anything.",disgust
124:28.382,124:29.998,¿Tú crees que tú y yo vamos al amor?,Do you think you and I are going to love?,disgust
124:30.094,124:31.102,"No, vamos a hacer el amor.","No, let's make love.",happiness
124:31.166,124:32.622,Nuestra primera vez oficial.,Our first official time.,disgust
124:32.766,124:34.850,No es nuestra primera vez oficial.,It's not our first official time.,fear
124:35.430,124:36.690,La difícil.,The hard one.,anger
124:38.790,124:39.854,Creo que se movió.,I think it moved.,fear
124:40.302,124:41.370,Ya te lo digo yo.,I'll tell you.,fear
124:50.020,124:50.684,Hasta mañana.,See you tomorrow.,neutral
124:53.060,124:54.172,¿Tú dejas la chiquilla ya?,You leave the little girl now?,sadness
124:54.196,124:55.280,Que no veas.,Don't let him see.,disgust
124:55.860,124:58.444,Salimos ahora vamos a hablar un rato.,We're going out now. Let's talk for a while.,surprise
124:58.492,124:59.132,Tú háblale bien.,You talk to him.,surprise
124:59.628,125:03.052,Que te mato yo ya.,I'll kill you now.,surprise
125:04.092,125:04.940,¿Como que no?,"What do you mean, no?",fear
125:05.060,125:06.960,Ahora salimos y seguimos abiertas.,Now we go out and we're still open.,surprise
125:20.790,125:22.210,"Oui, je t'aime.","Oui, je t'aime.",anger
125:38.960,125:49.048,Sube el volumen de la música que me quedo.,Turn up the volume of the music I'm staying with.,disgust
126:13.024,126:14.832,Tu cara a cara con la tentación.,Your face to face with temptation.,surprise
126:14.976,126:15.776,¿Cómo estás?,How are you?,fear
126:15.888,126:17.264,"Un poco nerviosito, pero bien.","A little nervous, but good.",surprise
126:17.352,126:19.504,Yo no voy a decirle me voy de aquí contigo.,I'm not going to tell him I'm leaving here with you.,fear
126:19.552,126:20.448,Estoy enamorado de ti.,I'm in love with you.,disgust
126:20.464,126:21.664,"No, no puedo, tío.","No, I can't, man.",fear
126:21.792,126:23.380,No fui tan malo.,I wasn't that bad.,neutral
126:24.240,126:26.088,Yo las cosas las hago cuando me nace.,I do things when I'm born.,fear
126:26.680,126:28.540,"Antes no me nació, ahora me nace.","He wasn't born to me before, now he's born to me.",surprise
126:36.816,126:39.256,Pero sabéis que la ru le dices algo y empieza con su prepotencia.,But you know that the ru says something to her and begins with her arrogance.,neutral
